sID,sentence,is_stressor,is_stressor_conf,is_covid,is_covid_conf,original_label,top_label,second_label,avg_severity,median_severity,SD_severity,Votes,Financial Problem,Other,Everyday Decision Making,Emotional Turmoil,School,Family Issues,Social Relationships,Work,"Health, Fatigue, or Physical Pain",Source,is_seed
5662,"Mum and Dad keep shouting at me, and I feel like I'm not doing things right, although I'm not really sure what I'm not doing right.",1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Everyday Decision Making,7.2,7,1.47,6,0,0,0.1,0,0,0.8,0.1,0,0,Inquire,0
5663,War just really scares me.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,3.2,3,1.33,5,0,0.8,0,0.2,0,0,0,0,0,Inquire,0
5664,I think that the holidays lately have made me a little more acutely aware of my loneliness at times.,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,3.4,4,2.5,8,0,0.1,0,0.6,0,0,0.3,0,0,Inquire,0
5665,I couldn't act normal and it frightened me.,1,80.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,4,5,2.1,6,0,0.4,0.1,0.3,0,0,0.2,0,0,Inquire,0
5666,Grief is such a complicated process that affects so many things.,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,4.6,4,3.07,7,0,0.4,0,0.5,0,0,0,0,0.1,Inquire,0
5667,"No more, ""Anna, I need some help with this,"" or, ""Anna, I'm having trouble with this situation."" I need that. I need someone to need me.",1,80.00%,0,100.00%,Emotional Turmoil,Social Relationships,Other,2,2,1.41,7,0,0.2,0,0.2,0,0,0.6,0,0,Inquire,0
5668,This whole thing has been making my life so stressful.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,5.8,6,2.56,6,0,0.5,0.3,0.2,0,0,0,0,0,Inquire,0
5669,"With the situation in the Supreme Court soon to reach critical mass, I am very much afraid of where this country is going.",1,80.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,3.4,4,2.58,6,0,0.7,0.2,0.1,0,0,0,0,0,Inquire,0
5670,"Basically it involves my mom, and her ever growing depression because of my dad's absence.",1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Emotional Turmoil,6.6,6,1.74,6,0,0,0,0.3,0,0.7,0,0,0,Inquire,0
5671,So scared and worried that everything is falling apart.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,6,6,0.63,6,0,0.3,0.2,0.5,0,0,0,0,0,Inquire,0
5672,"The thing is, war is a stressful situation that breaks people down to their most basic tendencies.",1,100.00%,0,100.00%,Emotional Turmoil,Other, ,7.2,8,2.32,5,0,1,0,0,0,0,0,0,0,Inquire,0
5673,I think a lot of it is probably stress.,1,80.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,2.6,2,2.42,6,0,0.7,0,0.3,0,0,0,0,0,Inquire,0
5674,my MIriam quit. I'm concerned for her because its a medical issue but it made me frazzled a bit.,1,100.00%,0,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Work,5,5,1.41,8,0,0,0,0.2,0.1,0,0.2,0.2,0.3,Inquire,0
5675,"I felt so scared when I was pregnant, like where are we going to get money to raise another human?!?!",1,100.00%,0,100.00%,Emotional Turmoil,Financial Problem,Family Issues,6.4,6,1.02,8,0.5,0.1,0,0.1,0,0.3,0,0,0,Inquire,0
5676,"maybe stress, anxiety, wahtever but i cant keep doing this.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,5.6,6,1.02,5,0,0.2,0,0.8,0,0,0,0,0,Inquire,0
5677,EVERY time i get into trouble he always has to try to get my dad to punish me more and more. and gets me sooo pissed.,1,100.00%,0,100.00%,Emotional Turmoil,Family Issues, ,4.6,5,0.49,5,0,0,0,0,0,1,0,0,0,Inquire,0
5678,I always get nervous about job interviews and meetings anyway.,1,100.00%,0,100.00%,Emotional Turmoil,Work,Emotional Turmoil,4.6,5,2.58,8,0,0,0,0.4,0,0,0,0.5,0.1,Inquire,0
5679,I think it finally sunk it that my dog of 13 years had died.,1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Emotional Turmoil,6.2,6,2.32,7,0,0,0,0.3,0,0.5,0.2,0,0,Inquire,0
5680,"i have a problem, and i need help.",1,100.00%,0,100.00%,Emotional Turmoil,Other,"Health, Fatigue, or Physical Pain",4.6,6,2.24,5,0,0.8,0,0,0,0,0,0,0.2,Inquire,0
5681,"Things have been so dramatic and stressful for me, lately.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,6.6,6,1.74,8,0,0.2,0.2,0.5,0,0,0,0,0.1,Inquire,0
5682,i feel like s h i t. it's kind of hard for me to even describe the way that i feel right now. at the risk of not being understood,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",4.6,5,1.36,6,0,0.1,0,0.6,0,0,0,0,0.3,Inquire,0
5683,Which has been a big problem for me trying to relax.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,2.8,3,1.17,6,0,0.2,0.1,0.6,0,0,0,0,0.1,Inquire,0
5684,lately i am sadder than usual and i dont know why. besides the fact that today was strait crappy.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,2.8,2,1.47,5,0,0.2,0.2,0.6,0,0,0,0,0,Inquire,0
5685,"I'm frustrated with the world, and I dont even know where to begin fixing it.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,4.4,4,1.5,5,0,0,0.4,0.6,0,0,0,0,0,Inquire,0
5686,"With the holidays coming up, this is a very hard time for some of us, and i think a little sensitivity is in order here.",1,80.00%,0,100.00%,Emotional Turmoil,Everyday Decision Making,Emotional Turmoil,2.8,2,2.48,5,0,0.2,0.6,0.2,0,0,0,0,0,Inquire,0
5687,It makes for one hell of a traffic jam anyway.,1,80.00%,0,100.00%,Emotional Turmoil,Other, ,3.8,4,2.56,5,0,1,0,0,0,0,0,0,0,Inquire,0
5688,"I suppose it is just a lot of stress, but over what?",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,4.2,4,1.33,6,0,0.4,0,0.5,0,0,0.1,0,0,Inquire,0
5689,my brother is in JAIL.,1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Social Relationships,6.4,7,2.24,6,0,0,0,0.1,0,0.7,0.2,0,0,Inquire,0
5690,It's so fuckign stupid that my head is ready to explode just thinking about it.,1,80.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,4.6,5,3.01,5,0,0.4,0.2,0.4,0,0,0,0,0,Inquire,0
5691,I'm such a lonely person and I don't know how to fix THAT.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,4.6,5,1.36,8,0,0,0,0.7,0,0,0.3,0,0,Inquire,0
5692,I'm worried about alot of my friends because they're going through some hard stuff and I don't know how to help them.,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,3.6,3,1.36,8,0,0,0,0.3,0,0,0.7,0,0,Inquire,0
5693,was this loose dog and i was killer upset cause my dog got dumped so it was just..sad.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,5.4,6,2.33,7,0,0.5,0.1,0.4,0,0,0,0,0,Inquire,0
5694,People have been getting upset alot lately and it scares me.,1,80.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,2.4,2,1.62,5,0,0.6,0,0.2,0,0,0.2,0,0,Inquire,0
5695,"You often worry, and your worries prevent you from living life fully.",1,80.00%,0,100.00%,Emotional Turmoil,Everyday Decision Making,Emotional Turmoil,3.2,2,2.79,6,0,0.2,0.5,0.3,0,0,0,0,0,Inquire,0
5696,"since my Nana died like a month and 2 days ago, I get really sad.",1,80.00%,0,100.00%,Emotional Turmoil,Family Issues,Other,5,7,3.03,5,0,0.2,0,0.2,0,0.6,0,0,0,Inquire,0
5697,It was so hurting when i found out that he was sad in this relationship.,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,6,6,2.61,7,0,0,0,0.2,0,0.1,0.7,0,0,Inquire,0
5698,All my relationships aer unstable.,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Work,4.6,5,2.06,6,0,0,0,0,0,0,0.9,0.1,0,Inquire,0
5699,"I worry about the SD, worry whether or not this is going to wreck her at a very crucial point in her life.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,5,5,0.89,9,0,0,0,0.3,0,0.2,0.4,0,0.1,Inquire,0
5700,i really don't know what to do with myself this week.,1,80.00%,0,100.00%,Emotional Turmoil,Everyday Decision Making,Other,2.6,2,1.96,6,0,0.2,0.7,0,0,0,0,0,0.1,Inquire,0
5701,paperwork and money and stuff seriously stress me out and make me want to barf..but its important..so yes. im officially scared.,1,100.00%,0,100.00%,Emotional Turmoil,Financial Problem,Work,6.6,7,1.62,7,0.6,0,0.1,0,0,0,0,0.3,0,Inquire,0
5702,"my mood can't fit into that tiny space. scared, nervous, anxious, pissed off, tired, defiant, worried, paranoid, weird, angry. . .",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",6.8,7,1.47,6,0,0,0,0.9,0,0,0,0,0.1,Inquire,0
5703,I am still hurt by some things that were said about me last night so i wasn't in the best mood but i am over it now thank god.,1,80.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,2,2,1.41,6,0,0.2,0,0.3,0,0,0.5,0,0,Inquire,0
5704,"Please note that I am suffering greatly at this point, this was all hontou ni traumatic.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",6.2,7,2.32,7,0,0.1,0,0.4,0,0,0.2,0,0.3,Inquire,0
5705,You want to know how stressed I'm going to be?,1,80.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,3.8,4,2.32,5,0,0.6,0.2,0,0,0,0.2,0,0,Inquire,0
5706,"You must have a mental problem, you need help.",1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",3.2,4,1.72,8,0,0.2,0,0.5,0,0,0,0,0.3,Inquire,0
5707,I think the holidays are just a stressful time in general.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,2.2,1,1.6,6,0.1,0.6,0.2,0,0,0.1,0,0,0,Inquire,0
5708,"for more sad news, I feel absolutely terrible.",1,80.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,4.8,5,3.54,5,0,0.6,0,0.2,0,0,0,0,0.2,Inquire,0
5709,I really need to straitghten alot of things out.,1,100.00%,0,100.00%,Emotional Turmoil,Other,"Health, Fatigue, or Physical Pain",3.6,4,1.5,6,0.1,0.4,0.2,0,0,0,0,0,0.3,Inquire,0
5710,I get so nervous in those types of situations I don't even work on my audition,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,2.8,3,0.75,6,0,0.3,0,0.4,0,0,0,0.3,0,Inquire,0
5711,Having experienced considerable disappointment of late and not knowing quite what to do about it this has led you to suffer a great deal of agitation and anxiety.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,4.6,4,1.36,7,0,0.1,0.1,0.8,0,0,0,0,0,Inquire,0
5712,"I don't really know how to handle the situation, and it makes me anxious if I think about it too much.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,5.2,6,2.86,5,0,0.2,0.2,0.2,0,0.2,0,0,0.2,Inquire,0
5713,To bad it's nasty..but oh well. Zach's new baby kitten died.,1,80.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,2.8,3,1.94,6,0,0.7,0.2,0,0,0.1,0,0,0,Inquire,0
5714,"those days usually turn into me being angry in the end, at myself at him, at the whole world.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,4,5,2.19,9,0,0,0.1,0.4,0,0.2,0.3,0,0,Inquire,0
5715, it was necessary because I really needed to vent.,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,2,1,1.79,5,0,0.4,0,0.6,0,0,0,0,0,Inquire,0
5716,I feel so lonely and scared.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,6,7,2.1,8,0,0,0,0.7,0,0,0.2,0,0.1,Inquire,0
5717,"I am complicated, and I will complicate your breathing and your thoughts. I need a certain kind of person to be able to deal with me.",0,60.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,2,0,2.45,6,0,0.7,0,0.1,0,0,0.2,0,0,Inquire,0
5718,i'm scared that i'm always going to make those mistakes.,1,100.00%,0,100.00%,Emotional Turmoil,Everyday Decision Making,Emotional Turmoil,3.4,4,1.74,6,0,0,0.6,0.2,0,0.1,0.1,0,0,Inquire,0
5719,I have been going through a huge emotional issue lately and I cant control it.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil, ,5.2,7,2.64,5,0,0,0,1,0,0,0,0,0,Inquire,0
5720,I'm really stressed and overwhelmed.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,6.2,6,1.17,6,0,0.4,0.2,0.3,0,0,0,0.1,0,Inquire,0
5721,"It will help to remind me that ALL moms have irrational fears of being inadequate, and that all of us suffer pain and frustration and exhaustion.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Family Issues,4.6,4,0.8,9,0,0,0,0.6,0,0.2,0,0,0.2,Inquire,0
5722,I know you are lonely and don't know what to do about things in your life.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,3.2,3,1.6,8,0,0,0,0.7,0,0,0.2,0,0.1,Inquire,0
5723,"There were a couple people specifically who hurt me by not calling, but I am over it.",1,80.00%,0,100.00%,Emotional Turmoil,Social Relationships,Other,2.2,2,1.6,5,0,0.2,0,0,0,0,0.8,0,0,Inquire,0
5724,i'm just super anxious about things lately. anxious to the point of not being able to really accomplish too many things because i just get too anxious.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,5.4,5,1.36,7,0,0.4,0.1,0.4,0,0,0,0,0.1,Inquire,0
5725,"My god, war majorly frightens me.",1,100.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,4.4,4,0.8,5,0,0.8,0,0.2,0,0,0,0,0,Inquire,0
5726,"I'm sick of me being so difficult, I can't choose anything or anyone becasue I'm scared, i'm scared of being happy again.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,5.8,7,1.6,9,0,0,0.4,0.4,0,0,0.2,0,0,Inquire,0
5727,"I miss a lot of my friends, but clearly not enough to call them.",1,60.00%,0,100.00%,Emotional Turmoil,Social Relationships,Other,2.2,1,2.99,6,0,0.4,0,0.1,0,0,0.5,0,0,Inquire,0
5728,"I am getting really fed up with my boyfriend, as he keeps pulling all sorts of crap on me.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,5.4,5,1.02,7,0,0,0,0.1,0,0.1,0.8,0,0,Inquire,0
5729,"My dad tried to talk to me about what happened in my last post, but it just made me more depressed, even though it was nice that he cared.",1,80.00%,0,100.00%,Emotional Turmoil,Family Issues,Emotional Turmoil,5,6,2.68,9,0,0.1,0,0.3,0,0.6,0,0,0,Inquire,0
5730,I have just been under alot of stress lately.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,6,6,1.41,6,0,0.4,0,0.5,0,0,0,0,0.1,Inquire,0
5731,All this stress is wracking my brain and I don't know what to do.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,5.6,6,1.5,6,0,0.3,0,0.7,0,0,0,0,0,Inquire,0
5732,It hurts til now. to see my family breaking into small pieces because of his departure. to see my dad,1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Emotional Turmoil,6.6,6,0.8,7,0,0,0,0.2,0,0.8,0,0,0,Inquire,0
5733,"Now suddenly I have responcibilities and obligations it all seemed so scary, but now i really have to get my stuff together and pull through this tough situation im in.",1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,4.4,5,0.8,6,0.1,0.4,0.3,0.2,0,0,0,0,0,Inquire,0
5734,Phil today they had a messed up couple getting a divorce.,0,80.00%,0,100.00%,Emotional Turmoil,Other,Family Issues,1.8,0,3.6,5,0,0.8,0,0,0,0.2,0,0,0,Inquire,0
5735,i always ended up becoming very attatched to things and experienced terrible anxiety about getting rid of anything.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,3.8,3,2.32,7,0,0.1,0.1,0.8,0,0,0,0,0,Inquire,0
5736,"Um, I know his mother died and his uncle and aunt don't really want him.",1,100.00%,0,100.00%,Emotional Turmoil,Family Issues,Social Relationships,6.2,8,3.12,7,0,0,0,0.1,0,0.7,0.1,0,0.1,Inquire,0
5737,"I feel like I hurt so much, my mind hurts, my emotions hurt.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil, ,6,6,2.76,5,0,0,0,1,0,0,0,0,0,Inquire,0
5738,"One thing we all agree on is that we have to support the troops, and that the risk of terror attacks is higher due to this war.",1,60.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,3.6,4,3.38,6,0,0.9,0,0,0,0,0.1,0,0,Inquire,0
5739,Which is the one that means they lack a conscience and are severely emotionally stilted?,0,60.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,1.4,0,1.74,6,0,0.6,0.1,0,0,0,0.3,0,0,Inquire,0
5740,The way things are you are under considerable stress and you feel that there is little hope of matters righting themselves.,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,4.8,5,2.64,6,0,0.3,0.1,0.6,0,0,0,0,0,Inquire,0
5741,"Everyone, I repeat, everyone fears the Inevitable Moment.",1,60.00%,0,100.00%,Emotional Turmoil,Other,Emotional Turmoil,2,1,2.28,6,0,0.7,0,0.3,0,0,0,0,0,Inquire,0
5742,"he said he was all worried, and needed to see me asap.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships, ,2.2,2,0.75,5,0,0,0,0,0,0,1,0,0,Inquire,0
5743,I never talk about the present and I feel detached from my character.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil, ,4.6,6,1.74,5,0,0,0,1,0,0,0,0,0,Inquire,0
5744,Well I am all alone and sad and depressed but I feel it even more right now.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",6.6,7,2.42,7,0,0,0,0.8,0,0,0,0,0.2,Inquire,0
5745,I don't know what to expect with the next coming months.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,2.6,3,1.5,5,0,0.6,0.2,0.2,0,0,0,0,0,Inquire,0
5746,I can't be perfect and I do mess up here and there but always try and make things better the next time.,1,80.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,2.4,3,1.74,6,0,0.6,0.2,0,0,0,0.1,0.1,0,Inquire,0
5747,I'm tired of being stressed out.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,3.2,3,1.6,7,0,0.2,0.1,0.5,0,0,0,0,0.2,Inquire,0
5748,"I was lonely, and depressed.",1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Other,4.6,6,3.07,5,0,0.2,0,0.8,0,0,0,0,0,Inquire,0
5749,"I'm always a bit scared because, like I said, everytime I say something it causes trouble.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Everyday Decision Making,4.4,4,2.58,7,0,0,0.2,0.8,0,0,0,0,0,Inquire,0
5750,I need to release a lot of anger.,1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",5,5,0.89,6,0,0,0,0.9,0,0,0,0,0.1,Inquire,0
5751,i wish there was something i could do besides birth control but this is getting rediculous so ill probobly inquire with the parental unit.,0,60.00%,0,100.00%,Emotional Turmoil,Other,"Health, Fatigue, or Physical Pain",1.2,0,1.6,5,0,0.6,0,0,0,0,0,0,0.4,Inquire,0
5752,"I feel insecure, unsafe, I'm afraid that everything is going to kill me.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",7.2,7,2.04,8,0,0.1,0.1,0.4,0,0,0.2,0,0.2,Inquire,0
5753,Tired of the pressure and the stress.,1,100.00%,0,100.00%,Emotional Turmoil,Everyday Decision Making,"Health, Fatigue, or Physical Pain",4.6,5,1.85,7,0,0.2,0.3,0.2,0,0,0,0,0.3,Inquire,0
5754,"In addition to that, I'm having a serious problem in my relationship with Elise.",1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Family Issues,4.6,5,1.96,6,0,0,0,0,0,0.1,0.9,0,0,Inquire,0
5755,You can get very upset when you are frustrated.,1,80.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,Social Relationships,2.2,3,1.47,6,0,0.2,0,0.5,0,0,0.3,0,0,Inquire,0
5756,I had to talk to the owner to verify that he indeed wanted his cat put to sleep.. it was really sad.,1,80.00%,0,100.00%,Emotional Turmoil,Other,Social Relationships,4.2,4,2.93,6,0,0.6,0,0.1,0,0,0.2,0,0.1,Inquire,0
5757,"As if it wasn't obvious, I have serious issues dealing with my own emotions.",1,100.00%,0,100.00%,Emotional Turmoil,Emotional Turmoil,"Health, Fatigue, or Physical Pain",6.2,6,2.64,7,0,0,0.1,0.8,0,0,0,0,0.1,Inquire,0
5758,"Hes such a good puppy, but hes miserable and has a lot of health problems.",1,100.00%,0,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Other,5.6,6,1.5,6,0.1,0.4,0.1,0,0,0,0,0,0.4,Inquire,0
